date,yield_10y,dr001,dr007,r001,r007,fr007,gc001,gc007,spread_r007_dr007,spread_gc007_r007,spread_fr007_r007,银行,基金,保险,券商,理财子,其他,omo_net,omo_inject,omo_withdraw,lpr_1y,lpr_5y,gov_net_financing,net_financing_total,macro_day__总发行量(亿元),macro_day__发行只数,macro_day__总偿还量(亿元),macro_day__净融资额(亿元),macro_day__到期偿还量(亿元),macro_day__到期只数,macro_day__提前兑付量(亿元),macro_day__提前兑付只数,macro_day__回售量(亿元),macro_day__回售只数,macro_day__赎回量(亿元),macro_day__赎回只数,macro_day__现金要约金额(亿元),macro_day__现金要约只数,macro_week__中国:日均产量:粗钢,macro_week__唐山:高炉开工率,macro_week__中国:江浙地区:开工率:涤纶长丝:下游织机,macro_week__中国:开工率:汽车轮胎(全钢胎),macro_week__中国:开工率:汽车轮胎(半钢胎),macro_week__义乌中国小商品指数:总价格指数,"macro_week__中国:日均销量(当周,厂家零售):乘用车",macro_week__中国:票房收入:电影,macro_week__中国:30大中城市:成交面积:商品房,macro_week__中国:100大中城市:成交土地占地面积:当周值,macro_week__中国:开工率:石油沥青装置,macro_week__中国:水泥价格指数,macro_week__中国出口集装箱运价指数:综合指数,macro_week__上海出口集装箱运价指数:综合指数,macro_week__波罗的海货运指数,macro_week__中国食用农产品价格指数,macro_week__中国:平均批发价:猪肉,macro_week__中国:生产资料价格指数,macro_week__期货结算价(连续):布伦特原油
2021-06-15,3.1176,2.0971,2.2294,2.1314,2.1131,2.2417,2.18,2.3,-0.1162999999999998,0.1868999999999996,0.1285999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,275.5,375.5,5,100.0,275.5,100.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4796.11,57.49,0.0,0.0,153.17,0.0,0.0,0.0,0.0,23.01,0.0,73.99
2021-06-16,3.1301,1.996,2.1893,2.0264,2.2556,2.25,2.17,2.215,0.0663,-0.0405999999999999,-0.0055999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,605.0,1224.3,5,619.3,605.0,619.3,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4384.55,65.41,0.0,41.1,152.42,0.0,0.0,0.0,0.0,23.16,0.0,74.39
2021-06-17,3.1401,1.8733,2.1664,1.9018,2.2518,2.2,2.22,2.205,0.0853999999999999,-0.0467999999999997,-0.0517999999999996,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,3.85,4.65,0.0,462.0,462.0,7,0.0,462.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.62,56.92,52.75,0.0,0,4232.77,65.01,0.0,0.0,152.01,0.0,0.0,0.0,0.0,22.72,0.0,73.08
2021-06-18,3.1202,2.029,2.2039,2.0535,2.2255,2.21,2.245,2.18,0.0215999999999998,-0.0454999999999996,-0.0154999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,570.9,570.9,4,0.0,570.9,0.0,0,0,0,0,0,0,0,0,0,0.0,47.16,0.0,0.0,0.0,0.0,0,6210.01,69.94,0.0,0.0,150.75,2526.65,3748.36,6811.06,116.01,22.77,109.29,73.51
2021-06-21,3.0953,2.2524,2.2808,2.2985,2.2142,2.3,1.84,1.94,-0.0666000000000002,-0.2742,0.0857999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,-61.5,138.5,2,200.0,-61.5,200.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4218.33,59.94,0.0,0.0,148.87,0.0,0.0,0.0,0.0,22.39,0.0,74.9
2021-06-22,3.0877,2.3118,2.358,2.3926,2.3371,2.3512,1.79,1.905,-0.0209000000000001,-0.4320999999999999,0.0141,0.0,0.0,0.0,0.0,0.0,0.0,200.0,300.0,100.0,3.85,4.65,0.0,267.6,347.6,6,80.0,267.6,80.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4038.68,66.88,0.0,0.0,148.43,0.0,0.0,0.0,0.0,21.63,0.0,74.81
2021-06-23,3.0853,2.1816,2.2696,2.2335,2.4222,2.3,1.78,1.92,0.1526,-0.5022000000000002,-0.1222000000000003,0.0,0.0,0.0,0.0,0.0,0.0,150.0,300.0,150.0,3.85,4.65,0.0,150.0,150.0,2,0.0,150.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3935.31,82.87,0.0,44.3,148.09,0.0,0.0,0.0,0.0,21.94,0.0,75.19
2021-06-24,3.0828,1.8185,2.2559,1.8687,2.3719,2.66,1.9,2.055,0.1160000000000001,-0.3168999999999999,0.2881,0.0,0.0,0.0,0.0,0.0,0.0,250.0,350.0,100.0,3.85,4.65,0.0,540.9,540.9,7,0.0,540.9,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.94,64.13,58.95,0.0,0,4106.49,83.3,0.0,0.0,147.71,0.0,0.0,0.0,0.0,22.03,0.0,75.56
2021-06-25,3.0827,1.525,2.1972,1.5741,2.7907,2.65,2.095,2.105,0.5935000000000001,-0.6857000000000002,-0.1407000000000002,0.0,0.0,0.0,0.0,0.0,0.0,200.0,300.0,100.0,3.85,4.65,0.0,211.9,211.9,3,0.0,211.9,0.0,0,0,0,0,0,0,0,0,0,0.0,39.99,0.0,0.0,0.0,0.0,0,7162.24,99.28,0.0,0.0,147.4,2591.41,3785.4,6753.42,114.5,21.68,108.96,76.18
2021-06-28,3.0903,1.5667,2.2904,1.6152,2.7276,2.6,2.19,2.285,0.4371999999999998,-0.4425999999999996,-0.1275999999999997,0.0,0.0,0.0,0.0,0.0,0.0,200.0,300.0,100.0,3.85,4.65,0.0,-551.1,199.9,3,751.0,-551.1,751.0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4013.9,69.47,0.0,0.0,147.24,0.0,0.0,0.0,0.0,22.35,0.0,74.68
2021-06-29,3.0853,1.7805,2.5219,1.8728,2.8334,3.15,2.075,2.18,0.3115000000000001,-0.6534,0.3165999999999997,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,100.0,300.0,3.85,4.65,0.0,364.7,404.7,5,40.0,364.7,40.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4191.95,92.29,0.0,0.0,147.14,0.0,0.0,0.0,0.0,21.79,0.0,74.76
2021-06-30,3.0778,2.2461,2.548,3.6481,3.3838,3.1,1.93,2.095,0.8357999999999999,-1.2887999999999995,-0.2837999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,100.0,300.0,3.85,4.65,0.0,153.5,183.5,3,30.0,153.5,30.0,1,0,0,0,0,0,0,0,0,312.68,0.0,0.0,0.0,0.0,0.0,74584,4571.67,111.84,0.0,43.6,146.91,0.0,0.0,0.0,0.0,22.99,0.0,75.13
2021-07-01,3.0878,1.7355,2.1117,1.7985,3.242,2.18,2.005,2.17,1.1303,-1.072,-1.0619999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,100.0,300.0,3.85,4.65,0.0,171.0,171.0,2,0.0,171.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,72.17,45.28,44.75,0.0,0,11670.2,84.34,0.0,0.0,146.67,0.0,0.0,0.0,0.0,23.28,0.0,75.84
2021-07-02,3.0803,1.61,1.8895,1.6527,2.1985,2.0,2.195,2.215,0.3090000000000001,0.0164999999999997,-0.1985000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,100.0,300.0,3.85,4.65,0.0,547.5,577.5,8,30.0,547.5,30.0,1,0,0,0,0,0,0,0,0,0.0,14.01,0.0,0.0,0.0,0.0,0,8002.58,89.15,0.0,0.0,145.89,2653.32,3905.14,6970.35,115.53,22.89,109.18,76.17
2021-07-05,3.0754,1.663,1.9537,1.7087,2.0105,2.02,2.285,2.37,0.0567999999999999,0.3595000000000001,0.0095,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,100.0,300.0,3.85,4.65,0.0,-1098.5,135.0,2,1233.5,-1098.5,1233.5,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4653.5,69.5,0.0,0.0,145.09,0.0,0.0,0.0,0.0,22.43,0.0,77.16
2021-07-06,3.0854,1.9052,2.0263,1.9485,2.0536,2.04,2.285,2.415,0.0272999999999998,0.3614000000000001,-0.0135999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,-552.4,358.1,5,910.5,-552.4,910.5,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4553.95,78.14,0.0,0.0,143.96,0.0,0.0,0.0,0.0,22.44,0.0,74.53
2021-07-07,3.0554,2.0515,2.115,2.0931,2.0691,2.1165,2.28,2.35,-0.0459,0.2808999999999999,0.0473999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,1567.2,1567.2,4,0.0,1567.2,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4595.02,88.2,0.0,39.1,143.51,0.0,0.0,0.0,0.0,22.43,0.0,73.43
2021-07-08,2.983,1.8056,2.0866,1.8419,2.1293,2.1,2.365,2.435,0.0427000000000004,0.3056999999999998,-0.0293000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,560.4,560.4,7,0.0,560.4,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.02,43.6,44.51,0.0,0,4638.66,77.56,0.0,0.0,143.03,0.0,0.0,0.0,0.0,22.42,0.0,74.12
2021-07-09,3.0105,2.1692,2.2142,2.2358,2.1055,2.22,4.44,2.86,-0.1086999999999998,0.7544999999999997,0.1145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,541.0,541.0,4,0.0,541.0,0.0,0,0,0,0,0,0,0,0,0,0.0,70.98,0.0,0.0,0.0,0.0,0,0.0,90.14,0.0,0.0,142.46,2698.83,3932.35,7628.89,114.95,22.42,109.73,75.55
2021-07-12,2.9431,1.9408,2.1392,1.984,2.2449,2.2,3.46,2.5,0.1056999999999996,0.2551000000000001,-0.0448999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,-370.7,150.0,3,520.7,-370.7,520.7,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9903.12,67.03,0.0,0.0,141.67,0.0,0.0,0.0,0.0,22.68,0.0,75.16
2021-07-13,2.9256,2.039,2.1661,2.0841,2.2133,2.2,2.46,2.31,0.0471999999999996,0.0967000000000002,-0.0132999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,320.0,320.0,5,0.0,320.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9304.83,67.19,0.0,0.0,141.13,0.0,0.0,0.0,0.0,22.23,0.0,76.49
2021-07-14,2.9356,1.9771,2.1535,2.0181,2.2112,2.2,2.275,2.26,0.0576999999999996,0.0487999999999999,-0.0111999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,301.3,1612.1,5,1310.8,301.3,1310.8,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8728.02,70.13,0.0,36.9,140.6,0.0,0.0,0.0,0.0,22.38,0.0,74.76
2021-07-15,2.9557,2.0834,2.1646,2.1284,2.2166,2.2,1.845,2.005,0.052,-0.2116000000000002,-0.0165999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,429.7,429.7,6,0.0,429.7,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.2,58.95,55.84,0.0,0,8071.45,81.0,0.0,0.0,140.29,0.0,0.0,0.0,0.0,22.24,0.0,73.47
2021-07-16,2.9432,2.0799,2.1762,2.1207,2.2367,2.2,2.1,2.195,0.0604999999999997,-0.0417,-0.0366999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,-1455.9,371.4,5,1827.3,-1455.9,1827.3,1,0,0,0,0,0,0,0,0,0.0,71.61,0.0,0.0,0.0,0.0,0,0.0,87.28,0.0,0.0,139.72,2771.54,4054.42,7998.25,114.84,22.07,110.72,73.59
2021-07-19,2.9483,2.1117,2.1468,2.147,2.2141,2.16,2.04,2.325,0.0673000000000003,0.1109,-0.0541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,-121.0,100.0,2,221.0,-121.0,221.0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7707.38,60.79,0.0,0.0,139.69,0.0,0.0,0.0,0.0,21.72,0.0,68.62
2021-07-20,2.9258,2.1824,2.1729,2.2222,2.2005,2.2,1.915,2.2,0.0276,-0.0004999999999997,-0.0004999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,353.2,353.2,5,0.0,353.2,0.0,0,0,0,0,0,0,0,0,0,305.12,0.0,0.0,0.0,0.0,0.0,0,7036.09,62.87,0.0,0.0,139.61,0.0,0.0,0.0,0.0,21.8,0.0,69.35
2021-07-21,2.9184,2.1719,2.2105,2.2154,2.2222,2.22,1.96,2.14,0.0116999999999998,-0.0821999999999998,-0.0021999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,1611.0,1611.0,6,0.0,1611.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6238.22,64.89,0.0,39.2,139.51,0.0,0.0,0.0,0.0,22.07,0.0,72.23
2021-07-22,2.9284,2.11,2.1632,2.1481,2.2496,2.2,1.915,2.075,0.0864000000000002,-0.1745999999999998,-0.0495999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,254.1,414.1,7,160.0,254.1,160.0,1,0,0,0,0,0,0,0,0,0.0,0.0,76.47,62.75,58.65,0.0,0,5784.54,62.52,0.0,0.0,139.38,0.0,0.0,0.0,0.0,22.04,0.0,73.79
2021-07-23,2.9134,2.0363,2.1062,2.0718,2.2352,2.14,2.04,2.175,0.129,-0.0602,-0.0951999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,652.0,652.0,4,0.0,652.0,0.0,0,0,0,0,0,0,0,0,0,0.0,71.92,0.0,0.0,0.0,0.0,0,12001.94,58.49,0.0,0.0,139.38,2854.02,4100.0,8998.9,115.53,22.29,111.16,74.1
2021-07-26,2.8711,2.1261,2.2169,2.1661,2.1592,2.35,2.065,2.22,-0.0577,0.0608000000000004,0.1908000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,-93.0,130.0,2,223.0,-93.0,223.0,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7147.99,43.09,0.0,0.0,139.35,0.0,0.0,0.0,0.0,21.7,0.0,74.5
2021-07-27,2.911,2.2449,2.3228,2.3111,2.4441,2.5,2.04,2.19,0.1213000000000001,-0.2541000000000002,0.0558999999999998,0.0,0.0,0.0,0.0,0.0,0.0,200.0,350.0,150.0,3.85,4.65,0.0,-605.9,973.7,8,1579.6,-605.9,1579.6,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6563.89,51.29,0.0,0.0,139.33,0.0,0.0,0.0,0.0,21.96,0.0,74.48
2021-07-28,2.9312,2.0509,2.3911,2.0876,2.5617,2.7,2.06,2.285,0.1706000000000003,-0.2766999999999999,0.1383000000000001,0.0,0.0,0.0,0.0,0.0,0.0,200.0,300.0,100.0,3.85,4.65,0.0,264.7,264.7,4,0.0,264.7,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6233.47,61.5,0.0,37.8,139.29,0.0,0.0,0.0,0.0,0.0,0.0,74.74
2021-07-29,2.884,1.623,2.2898,1.6695,2.6025,2.55,2.42,2.395,0.3127,-0.2075,-0.0525000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,290.5,290.5,4,0.0,290.5,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.24,61.12,57.33,0.0,0,6444.24,59.69,0.0,0.0,139.29,0.0,0.0,0.0,0.0,21.96,0.0,76.05
2021-07-30,2.8363,2.1524,2.298,2.2916,2.5126,2.4,2.4,2.47,0.2145999999999999,-0.0425999999999997,-0.1126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,200.7,200.7,1,0.0,200.7,0.0,0,0,0,0,0,0,0,0,0,0.0,71.92,0.0,0.0,0.0,0.0,0,14953.18,56.72,0.0,0.0,139.35,2930.03,4196.24,10175.52,115.88,22.14,112.05,76.33
2021-08-02,2.8212,1.874,2.0228,1.9139,2.4135,2.1,2.555,2.605,0.3906999999999998,0.1915,-0.3134999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,92.0,122.0,2,30.0,92.0,30.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8627.25,34.88,0.0,0.0,140.89,0.0,0.0,0.0,0.0,22.08,0.0,72.89
2021-08-03,2.8337,1.823,1.9781,1.8655,2.1018,2.04,2.495,2.995,0.1236999999999999,0.8932000000000002,-0.0617999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,100.0,300.0,3.85,4.65,0.0,351.0,351.0,5,0.0,351.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7564.37,51.8,0.0,0.0,141.35,0.0,0.0,0.0,0.0,22.16,0.0,72.41
2021-08-04,2.8338,1.6909,1.9749,1.7352,2.0466,2.03,2.29,3.295,0.0717000000000001,1.2483999999999995,-0.0166000000000003,0.0,0.0,0.0,0.0,0.0,0.0,-200.0,100.0,300.0,3.85,4.65,0.0,1478.8,1478.8,5,0.0,1478.8,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6705.17,59.35,0.0,39.9,141.69,0.0,0.0,0.0,0.0,21.99,0.0,70.38
2021-08-05,2.7988,1.7098,1.9415,1.7473,2.0201,2.0,2.745,3.345,0.0785999999999997,1.3249000000000004,-0.0200999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,330.0,330.0,6,0.0,330.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.29,62.68,59.42,0.0,0,5846.6,57.77,0.0,0.0,142.11,0.0,0.0,0.0,0.0,21.68,0.0,71.29
2021-08-06,2.8139,1.8784,1.9751,1.9162,2.0056,1.99,4.225,3.79,0.0304999999999997,1.7844000000000002,-0.0155999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,791.5,791.5,4,0.0,791.5,0.0,0,0,0,0,0,0,0,0,0,0.0,71.92,0.0,0.0,0.0,0.0,0,6356.48,62.34,0.0,0.0,142.29,3006.82,4225.86,10380.1,116.58,22.15,112.39,70.7
2021-08-09,2.8615,2.2575,2.1387,2.3215,2.0094,2.12,4.135,3.505,-0.1293000000000002,1.4956,0.1106000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,-540.9,110.0,2,650.9,-540.9,650.9,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4735.5,56.63,0.0,0.0,142.49,0.0,0.0,0.0,0.0,21.5,0.0,69.04
2021-08-10,2.8766,2.2205,2.3561,2.3204,2.1602,2.4,4.78,3.13,-0.1958999999999999,0.9697999999999998,0.2397999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,342.2642,771.6,7,429.3358,342.2642,429.3358,2,0,0,0,0,0,0,0,0,296.39,0.0,0.0,0.0,0.0,0.0,0,4405.49,63.06,0.0,0.0,142.57,0.0,0.0,0.0,0.0,21.56,0.0,70.63
2021-08-11,2.8841,2.0244,2.1254,2.062,2.4551,2.14,3.065,2.535,0.3296999999999999,0.0799000000000003,-0.3150999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,1459.7,1459.7,4,0.0,1459.7,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4128.71,53.9,0.0,42.2,143.31,0.0,0.0,0.0,0.0,21.45,0.0,71.44
2021-08-12,2.8566,1.9447,2.1196,1.9767,2.1632,2.1,2.535,2.285,0.0435999999999996,0.1218000000000003,-0.0631999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,95.9,275.9,4,180.0,95.9,180.0,1,0,0,0,0,0,0,0,0,0.0,0.0,72.84,63.85,60.2,0.0,0,3858.17,46.16,0.0,0.0,143.73,0.0,0.0,0.0,0.0,21.47,0.0,71.31
2021-08-13,2.8792,2.1609,2.186,2.2013,2.1291,2.2,2.04,2.1,-0.0568999999999997,-0.0291000000000001,0.0708999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,441.4,562.0,2,120.6,441.4,120.6,2,0,0,0,0,0,0,0,0,0.0,74.5,0.0,0.0,0.0,0.0,0,4977.13,49.13,0.0,0.0,144.39,2978.47,4281.53,9568.42,116.7,21.4,112.95,70.59
2021-08-16,2.8943,2.0426,2.1736,2.0923,2.2078,2.22,1.92,2.015,0.0342000000000002,-0.1928,0.0121999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,-41.0,110.0,2,151.0,-41.0,151.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3951.6,42.33,0.0,0.0,145.33,0.0,0.0,0.0,0.0,21.49,0.0,69.51
2021-08-17,2.8819,1.9578,2.1078,1.9909,2.2936,2.15,1.99,2.05,0.1857999999999999,-0.2436000000000002,-0.1436000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,320.0,320.0,5,0.0,320.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3575.72,44.66,0.0,0.0,146.04,0.0,0.0,0.0,0.0,21.44,0.0,69.03
2021-08-18,2.8494,1.7228,2.0109,1.7563,2.1847,2.08,1.97,2.05,0.1737999999999999,-0.1347,-0.1046999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,836.1,1466.6,5,630.5,836.1,630.5,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3359.1,50.21,0.0,40.6,146.2,0.0,0.0,0.0,0.0,21.62,0.0,68.23
2021-08-19,2.8395,1.8443,2.057,1.8807,2.092,2.1,2.2,2.26,0.0350000000000001,0.1679999999999997,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,375.0,375.0,7,0.0,375.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,68.66,61.33,57.29,0.0,0,3171.76,60.73,0.0,0.0,146.68,0.0,0.0,0.0,0.0,21.32,0.0,66.45
2021-08-20,2.852,2.0499,2.0857,2.0863,2.1054,2.1,2.15,2.225,0.0196999999999998,0.1196000000000001,-0.0053999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,3.85,4.65,0.0,800.0,800.0,4,0.0,800.0,0.0,0,0,0,0,0,0,0,0,0,280.36,74.11,0.0,0.0,0.0,0.0,0,4211.11,68.35,0.0,0.0,147.34,3047.32,4340.18,10024.19,115.88,21.21,112.61,65.18
2021-08-23,2.8672,2.1655,2.1472,2.2153,2.1355,2.15,2.21,2.28,-0.0117000000000002,0.1444999999999998,0.0144999999999999,0.0,0.0,0.0,0.0,0.0,0.0,400.0,500.0,100.0,3.85,4.65,0.0,-42.0,110.0,2,152.0,-42.0,152.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3554.27,43.43,0.0,0.0,148.45,0.0,0.0,0.0,0.0,21.29,0.0,68.75
2021-08-24,2.8522,2.2682,2.2205,2.3469,2.2232,2.22,2.19,2.255,0.0026999999999999,0.0318,-0.0031999999999996,0.0,0.0,0.0,0.0,0.0,0.0,400.0,500.0,100.0,3.85,4.65,0.0,125.8,355.8,5,230.0,125.8,230.0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3356.23,55.2,0.0,0.0,148.5,0.0,0.0,0.0,0.0,20.9,0.0,71.05
2021-08-25,2.8547,2.2053,2.3265,2.2532,2.2943,2.5,2.085,2.205,-0.0322,-0.0892999999999997,0.2057000000000002,0.0,0.0,0.0,0.0,0.0,0.0,450.0,550.0,100.0,3.85,4.65,0.0,150.0,150.0,2,0.0,150.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3233.95,52.21,0.0,42.5,148.59,0.0,0.0,0.0,0.0,20.94,0.0,72.25
2021-08-26,2.8848,2.1795,2.3315,2.2281,2.5098,2.45,2.09,2.21,0.1782999999999996,-0.2997999999999998,-0.0597999999999996,0.0,0.0,0.0,0.0,0.0,0.0,400.0,500.0,100.0,3.85,4.65,0.0,330.0,330.0,6,0.0,330.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,67.82,55.89,57.65,0.0,0,3330.93,54.77,0.0,0.0,148.91,0.0,0.0,0.0,0.0,20.89,0.0,71.07
2021-08-27,2.8698,2.0551,2.3299,2.0874,2.4703,2.45,2.055,2.2,0.1404,-0.2702999999999997,-0.0202999999999997,0.0,0.0,0.0,0.0,0.0,0.0,350.0,500.0,150.0,3.85,4.65,0.0,375.0,375.0,3,0.0,375.0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.5,0.0,0.0,0.0,0.0,0,6602.69,62.78,0.0,0.0,148.95,3079.04,4385.62,10323.48,115.18,20.98,113.29,72.7
2021-08-30,2.8505,1.8231,2.3298,1.8657,2.4193,2.45,2.11,2.22,0.0894999999999996,-0.1992999999999996,0.0307000000000003,0.0,0.0,0.0,0.0,0.0,0.0,-400.0,100.0,500.0,3.85,4.65,0.0,-61.8,90.0,2,151.8,-61.8,151.8,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5370.46,56.68,0.0,0.0,149.43,0.0,0.0,0.0,0.0,20.91,0.0,73.41
2021-08-31,2.845,2.2401,2.3826,2.6425,2.5066,2.45,2.195,2.25,0.1240000000000001,-0.2566000000000001,-0.0565999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-400.0,100.0,500.0,3.85,4.65,0.0,310.0,360.0,7,50.0,310.0,50.0,1,0,0,0,0,0,0,0,0,271.47,0.0,0.0,0.0,0.0,0.0,78897,0.0,85.18,0.0,0.0,149.52,0.0,0.0,0.0,0.0,20.77,0.0,72.99
